outer_id,speaker_id,제주방언,표준어
DZES20000051.1.1.21,2,목사님도,목사님도
DZES20000051.1.1.21,2,정말,정말
DZES20000051.1.1.21,2,좋았던게,좋았던게
DZES20000051.1.1.21,2,교회를,교회를
DZES20000051.1.1.21,2,정말,정말
DZES20000051.1.1.21,2,사랑했잖아,사랑했잖아
DZES20000051.1.1.22,2,교회를,교회를
DZES20000051.1.1.22,2,교회,교회
DZES20000051.1.1.22,2,사랑,사랑
DZES20000051.1.1.22,2,하느님,하느님
DZES20000051.1.1.22,2,사람이면,사람이면
DZES20000051.1.1.22,2,다,다
DZES20000051.1.1.22,2,사랑이라고,사랑이라고
DZES20000051.1.1.22,2,했네,했잖아
DZES20000051.1.1.23,2,그때,그때
DZES20000051.1.1.23,2,나도,나도
DZES20000051.1.1.23,2,회개한게,회개한게
DZES20000051.1.1.23,2,뭐냐면은,뭐냐면은
DZES20000051.1.1.23,2,교회를,교회를
DZES20000051.1.1.23,2,내가,내가
DZES20000051.1.1.23,2,사랑하지,사랑하지
DZES20000051.1.1.23,2,못한,못한
DZES20000051.1.1.23,2,거,거
DZES20000051.1.1.24,2,내가,내가
DZES20000051.1.1.24,2,사실상,사실상
DZES20000051.1.1.24,2,제일교회,제일교회
DZES20000051.1.1.24,2,다니면서,다니면서
DZES20000051.1.1.24,2,교회를,교회를
DZES20000051.1.1.24,2,막,막
DZES20000051.1.1.24,2,진정으로,진정으로
DZES20000051.1.1.24,2,사랑하지,사랑하지
DZES20000051.1.1.24,2,못해,못해
DZES20000051.1.1.24,2,가지고,가지고
DZES20000051.1.1.25,2,서귀포에,서귀포에
DZES20000051.1.1.25,2,있다,있다
DZES20000051.1.1.25,2,여기,여기
DZES20000051.1.1.25,2,오니까,오니까
DZES20000051.1.1.25,2,서귀포,서귀포
DZES20000051.1.1.25,2,교회가,교회가
DZES20000051.1.1.25,2,좋은거야,좋은거야
DZES20000051.1.1.26,1,응,응
DZES20000051.1.1.27,2,진정으로,진정으로
DZES20000051.1.1.27,2,살아,살아
DZES20000051.1.1.27,2,사실상,사실상
DZES20000051.1.1.27,2,지금도,지금도
DZES20000051.1.1.27,2,막,막
DZES20000051.1.1.27,2,막,막
DZES20000051.1.1.28,2,교회,교회
DZES20000051.1.1.28,2,막,막
DZES20000051.1.1.28,2,애틋하지,애틋하지
DZES20000051.1.1.28,2,않애,않애
DZES20000051.1.1.28,2,교회,교회
DZES20000051.1.1.29,2,그래서,그래서
DZES20000051.1.1.29,2,그,그
DZES20000051.1.1.29,2,때문에,때문에
DZES20000051.1.1.29,2,나도,나도
DZES20000051.1.1.29,2,힘들고,힘들고
DZES20000051.1.1.29,2,막,막
DZES20000051.1.1.29,2,이제,이제
DZES20000051.1.1.29,2,그런,그런
DZES20000051.1.1.29,2,것도,것도
DZES20000051.1.1.29,2,있었는데,있었는데
DZES20000051.1.1.30,2,교회를,교회를
DZES20000051.1.1.30,2,진정으로,진정으로
DZES20000051.1.1.30,2,사랑하지,사랑하지
DZES20000051.1.1.30,2,못해서,못해서
DZES20000051.1.1.30,2,회개하고,회개하고
DZES20000051.1.1.30,2,목회자를,목회자를
DZES20000051.1.1.30,2,정말,정말
DZES20000051.1.1.30,2,사랑하지,사랑하지
DZES20000051.1.1.30,2,못해서,못해서
DZES20000051.1.1.30,2,회개하고,회개하고
DZES20000051.1.1.31,2,진정으로,진정으로
DZES20000051.1.1.31,2,막,막
DZES20000051.1.1.31,2,은혜가,은혜가
DZES20000051.1.1.31,2,되면,되면
DZES20000051.1.1.31,2,다,다
DZES20000051.1.1.31,2,주고,주고
DZES20000051.1.1.31,2,싶고,싶고
DZES20000051.1.1.31,2,다,다
DZES20000051.1.1.31,2,퍼주고,퍼주고
DZES20000051.1.1.31,2,싶고,싶고
DZES20000051.1.1.31,2,그렇잖아,그렇잖아
DZES20000051.1.1.32,2,그렇게도,그렇게도
DZES20000051.1.1.32,2,했었거든,했었거든
DZES20000051.1.1.32,2,근데,근데
DZES20000051.1.1.32,2,그게,그게
DZES20000051.1.1.32,2,안,안
DZES20000051.1.1.32,2,되는,되는
DZES20000051.1.1.32,2,거야,거야
DZES20000051.1.1.32,2,그냥,그냥
DZES20000051.1.1.32,2,아,아
DZES20000051.1.1.32,2,왜,왜
DZES20000051.1.1.32,2,왜,왜
DZES20000051.1.1.32,2,그러지?,그러지?
DZES20000051.1.1.33,2,응,응
DZES20000051.1.1.33,2,가보겠습니다,가보겠습니다
DZES20000051.1.1.33,2,네,네
DZES20000051.1.1.33,2,안녕히계세요,안녕히계세요
DZES20000051.1.1.33,2,아,아
DZES20000051.1.1.33,2,끝내,끝내
DZES20000051.1.1.33,2,아,아
DZES20000051.1.1.33,2,끊어도,끊어도
DZES20000051.1.1.33,2,되는,되는
DZES20000051.1.1.33,2,거?,거야?
DZES20000051.1.1.33,2,응,응
DZES20000051.1.1.33,2,응,응
DZES20000051.1.1.33,2,응,응
DZES20000051.1.1.34,3,패턴,패턴
DZES20000051.1.1.34,3,좀,좀
DZES20000051.1.1.34,3,이,이
DZES20000051.1.1.34,3,이렇게,이렇게
DZES20000051.1.1.35,2,응,응
DZES20000051.1.1.36,3,아,아
DZES20000051.1.1.36,3,제가,제가
DZES20000051.1.1.36,3,좀,좀
DZES20000051.1.1.36,3,이따가,이따가
DZES20000051.1.1.36,3,고산에서,고산에서
DZES20000051.1.1.36,3,누구,누구
DZES20000051.1.1.36,3,만나기로,만나기로
DZES20000051.1.1.36,3,해가지구,해가지구
DZES20000051.1.1.36,3,아,아
DZES20000051.1.1.36,3,고생,고생
DZES20000051.1.1.36,3,{laughing},{laughing}
DZES20000051.1.1.37,2,꺼,꺼
DZES20000051.1.1.38,1,아무튼,아무튼
DZES20000051.1.1.38,1,어?,어?
DZES20000051.1.1.39,2,정샌나나,정샌나나
DZES20000051.1.1.40,3,경해그냉,그래서
DZES20000051.1.1.41,1,궈농에서,궈농에서
DZES20000051.1.1.41,1,하늘로,하늘로
DZES20000051.1.1.41,1,부터,부터
DZES20000051.1.1.41,1,소리가,소리가
DZES20000051.1.1.41,1,있어,있어
DZES20000051.1.1.42,1,소리,소리
DZES20000051.1.1.42,1,소리,소리
DZES20000051.1.1.42,1,소리,소리
DZES20000051.1.1.42,1,소리,소리
DZES20000051.1.1.42,1,소리,소리
DZES20000051.1.1.42,1,소리,소리
DZES20000051.1.1.42,1,소리,소리
DZES20000051.1.1.42,1,소리,소리
DZES20000051.1.1.42,1,내가,내가
DZES20000051.1.1.42,1,내가,내가
DZES20000051.1.1.42,1,내가,내가
DZES20000051.1.1.42,1,아,아
DZES20000051.1.1.43,2,아닌,아닌
DZES20000051.1.1.43,2,것은,것은
DZES20000051.1.1.43,2,아,아
DZES20000051.1.1.43,2,너한테,너한테
DZES20000051.1.1.43,2,넌,넌
DZES20000051.1.1.43,2,못해,못해
DZES20000051.1.1.44,2,그런거는,그런거는
DZES20000051.1.1.45,2,사단의,사단의
DZES20000051.1.1.45,2,소리고,소리고
DZES20000051.1.1.46,2,그건,그건
DZES20000051.1.1.46,2,사단의,사단의
DZES20000051.1.1.46,2,소리가,소리가
DZES20000051.1.1.46,2,확실히,확실히
DZES20000051.1.1.46,2,아니야,아니야
DZES20000051.1.1.46,2,돼,돼
DZES20000051.1.1.47,2,너희는,너희는
DZES20000051.1.1.47,2,못,못
DZES20000051.1.1.47,2,해,해
DZES20000051.1.1.47,2,난,난
DZES20000051.1.1.47,2,안,안
DZES20000051.1.1.47,2,들,들
DZES20000051.1.1.47,2,거야,거야
DZES20000051.1.1.47,2,그거,그거
DZES20000051.1.1.47,2,사단의,사단의
DZES20000051.1.1.47,2,소리,소리
DZES20000051.1.1.48,3,응,응
DZES20000051.1.1.49,1,진짜,진짜
DZES20000051.1.1.49,1,그리고,그리고
DZES20000051.1.1.49,1,또,또
DZES20000051.1.1.49,1,또,또
DZES20000051.1.1.49,1,하나는,하나는
DZES20000051.1.1.49,1,합법적으로,합법적으로
DZES20000051.1.1.49,1,갈구는,갈구는
DZES20000051.1.1.49,1,거,거
DZES20000051.1.1.50,1,내가,내가
DZES20000051.1.1.50,1,알고,알고
DZES20000051.1.1.50,1,있는,있는
DZES20000051.1.1.50,1,죄를,죄를
DZES20000051.1.1.51,1,내가,내가
DZES20000051.1.1.51,1,해,해
DZES20000051.1.1.51,1,하지,하지
DZES20000051.1.1.51,1,말아야,말아야
DZES20000051.1.1.51,1,되는,되는
DZES20000051.1.1.51,1,거,거
DZES20000051.1.1.51,1,알면,알면
DZES20000051.1.1.51,1,머리로,머리로
DZES20000051.1.1.51,1,아는데,아는데
DZES20000051.1.1.52,1,내,내
DZES20000051.1.1.52,1,마음은,마음은
DZES20000051.1.1.52,1,그,그
DZES20000051.1.1.52,1,죄를,죄를
DZES20000051.1.1.52,1,짓고,짓고
DZES20000051.1.1.52,1,싶어하는,싶어하는
DZES20000051.1.1.52,1,마음이,마음이
DZES20000051.1.1.52,1,있어서,있어서
DZES20000051.1.1.52,1,그,그
DZES20000051.1.1.52,1,죄를,죄를
DZES20000051.1.1.52,1,지어,지어
DZES20000051.1.1.52,1,행동해,행동해
DZES20000051.1.1.53,1,그럼,그럼
DZES20000051.1.1.53,1,이제,이제
DZES20000051.1.1.53,1,내가,내가
DZES20000051.1.1.53,1,그,그
DZES20000051.1.1.53,1,죄를,죄를
DZES20000051.1.1.53,1,지었다는,지었다는
DZES20000051.1.1.53,1,걸,걸
DZES20000051.1.1.53,1,잘못됐다는,잘못됐다는
DZES20000051.1.1.53,1,걸,걸
DZES20000051.1.1.53,1,인정할,인정할
DZES20000051.1.1.53,1,수밖에,수밖에
DZES20000051.1.1.53,1,없잖아요.,없잖아요.
DZES20000051.1.1.54,1,그까,그까
DZES20000051.1.1.54,1,그,그
DZES20000051.1.1.54,1,틈을,틈을
DZES20000051.1.1.54,1,타고,타고
DZES20000051.1.1.54,1,그,그
DZES20000051.1.1.54,1,죄를,죄를
DZES20000051.1.1.54,1,틈을,틈을
DZES20000051.1.1.54,1,타고,타고
DZES20000051.1.1.54,1,애가,애가
DZES20000051.1.1.54,1,너는,너는
DZES20000051.1.1.54,1,또,또
DZES20000051.1.1.54,1,막,막
DZES20000051.1.1.55,1,나를,나를
DZES20000051.1.1.55,1,이제,이제
DZES20000051.1.1.56,1,갈구고,갈구고
DZES20000051.1.1.56,1,정제하고,정제하고
DZES20000051.1.1.56,1,갈구는,갈구는
DZES20000051.1.1.56,1,거지,거지
DZES20000051.1.1.57,1,근데,근데
DZES20000051.1.1.58,1,나는,나는
DZES20000051.1.1.58,1,쫌,쫌
DZES20000051.1.1.58,1,그렇게,그렇게
DZES20000051.1.1.58,1,생각하는,생각하는
DZES20000051.1.1.58,1,게,게
DZES20000051.1.1.59,3,어,어
DZES20000051.1.1.59,3,((xxx)),((xxx))
DZES20000051.1.1.60,1,응,응
DZES20000051.1.1.60,1,이전에,이전에
DZES20000051.1.1.61,1,그,그
DZES20000051.1.1.61,1,때,때
DZES20000051.1.1.61,1,예수님,예수님
DZES20000051.1.1.61,1,믿고,믿고
DZES20000051.1.1.61,1,막,막
DZES20000051.1.1.62,1,정제,정제
DZES20000051.1.1.63,1,아,아
DZES20000051.1.1.63,1,잔,잔
DZES20000051.1.1.63,1,정제함,정제함
DZES20000051.1.1.63,1,없다,없다
DZES20000051.1.1.63,1,그리스도에서는,그리스도에서는
DZES20000051.1.1.63,1,정제함이,정제함이
DZES20000051.1.1.63,1,없다,없다
DZES20000051.1.1.63,1,그러는데,그러는데
DZES20000051.1.1.64,1,그게,그게
DZES20000051.1.1.64,1,개념이,개념이
DZES20000051.1.1.65,1,아,아
DZES20000051.1.1.65,1,예수님의,예수님의
DZES20000051.1.1.65,1,피로써,피로써
DZES20000051.1.1.65,1,내,내
DZES20000051.1.1.65,1,이,이
DZES20000051.1.1.65,1,죄를,죄를
DZES20000051.1.1.65,1,하나님이,하나님이
DZES20000051.1.1.65,1,죄,죄
DZES20000051.1.1.65,1,없어,없어
DZES20000051.1.1.65,1,하시는구나,하시는구나
DZES20000051.1.1.66,1,나는,나는
DZES20000051.1.1.66,1,믿음이,믿음이
DZES20000051.1.1.66,1,필요하구나라는,필요하구나라는
DZES20000051.1.1.66,1,거,거
DZES20000051.1.1.67,1,까지는,까지는
DZES20000051.1.1.68,1,뭔가,뭔가
DZES20000051.1.1.68,1,옳았지만,옳았지만
DZES20000051.1.1.68,1,그,그
DZES20000051.1.1.68,1,다음에,다음에
DZES20000051.1.1.69,1,스텝이,스텝이
DZES20000051.1.1.69,1,잘못됐던,잘못됐던
DZES20000051.1.1.69,1,게,게
DZES20000051.1.1.69,1,있었던,있었던
DZES20000051.1.1.69,1,게,게
DZES20000051.1.1.70,1,그렇구나,그렇구나
DZES20000051.1.1.71,1,내가,내가
DZES20000051.1.1.71,1,이,이
DZES20000051.1.1.71,1,죄를,죄를
DZES20000051.1.1.71,1,지어도,지어도
DZES20000051.1.1.71,1,하나님은,하나님은
DZES20000051.1.1.71,1,날,날
DZES20000051.1.1.71,1,괜찮다고,괜찮다고
DZES20000051.1.1.71,1,하시는구나,하시는구나
DZES20000051.1.1.72,1,이렇게,이렇게
DZES20000051.1.1.72,1,생각,생각
DZES20000051.1.1.72,1,했거든,했거든
DZES20000051.1.1.73,1,근데,근데
DZES20000051.1.1.74,1,뒤늦게,뒤늦게
DZES20000051.1.1.74,1,좀,좀
DZES20000051.1.1.74,1,알게,알게
DZES20000051.1.1.74,1,된,된
DZES20000051.1.1.74,1,거는,거는
DZES20000051.1.1.75,1,사회,사회
DZES20000051.1.1.75,1,경험,경험
DZES20000051.1.1.75,1,조금,조금
DZES20000051.1.1.75,1,해복,해복
DZES20000051.1.1.76,1,아,아
DZES20000051.1.1.76,1,이게,이게
DZES20000051.1.1.76,1,하나님은,하나님은
DZES20000051.1.1.76,1,죄를,죄를
DZES20000051.1.1.76,1,낼,낼
DZES20000051.1.1.76,1,죄를,죄를
DZES20000051.1.1.76,1,씻어,씻어
DZES20000051.1.1.76,1,주셨지만,주셨지만
DZES20000051.1.1.77,1,이,이
DZES20000051.1.1.77,1,내가,내가
DZES20000051.1.1.77,1,죄를,죄를
DZES20000051.1.1.77,1,범하고,범하고
DZES20000051.1.1.77,1,나서,나서
DZES20000051.1.1.78,1,그,그
DZES20000051.1.1.78,1,죄를,죄를
DZES20000051.1.1.78,1,틈타고,틈타고
DZES20000051.1.1.78,1,들어온,들어온
DZES20000051.1.1.78,1,그,그
DZES20000051.1.1.78,1,영적인,영적인
DZES20000051.1.1.78,1,어떤,어떤
DZES20000051.1.1.79,1,사고,사고
DZES20000051.1.1.79,1,생각,생각
DZES20000051.1.1.79,1,습관이나,습관이나
DZES20000051.1.1.80,1,뭐나,뭐나
DZES20000051.1.1.80,1,그런,그런
DZES20000051.1.1.80,1,감정이나,감정이나
DZES20000051.1.1.80,1,그런,그런
DZES20000051.1.1.80,1,거는,거는
DZES20000051.1.1.80,1,나를,나를
DZES20000051.1.1.80,1,지배하고,지배하고
DZES20000051.1.1.80,1,있구나,있구나
DZES20000051.1.1.81,1,그러니까,그러니까
DZES20000051.1.1.81,1,내가,내가
DZES20000051.1.1.81,1,죄를,죄를
DZES20000051.1.1.81,1,선택했고,선택했고
DZES20000051.1.1.81,1,죄를,죄를
DZES20000051.1.1.81,1,통해,통해
DZES20000051.1.1.81,1,저주가,저주가
DZES20000051.1.1.81,1,들어왔고,들어왔고
DZES20000051.1.1.82,1,그래서,그래서
DZES20000051.1.1.82,1,내가,내가
DZES20000051.1.1.82,1,그,그
DZES20000051.1.1.82,1,영향을,영향을
DZES20000051.1.1.82,1,받는구나,받는구나
DZES20000051.1.1.82,1,라는걸,라는걸
DZES20000051.1.1.82,1,알게,알게
DZES20000051.1.1.82,1,된,된
DZES20000051.1.1.82,1,거,거
DZES20000051.1.1.83,1,그니까,그니까
DZES20000051.1.1.84,1,아,아
DZES20000051.1.1.84,1,죄를,죄를
DZES20000051.1.1.84,1,지어서,지어서
DZES20000051.1.1.84,1,하나님은,하나님은
DZES20000051.1.1.84,1,날,날
DZES20000051.1.1.84,1,용서하고,용서하고
DZES20000051.1.1.84,1,지고,지고
DZES20000051.1.1.84,1,사지만,사지만
DZES20000051.1.1.85,1,잘못했어요,잘못했어요
DZES20000051.1.1.85,1,이것만으론,이것만으론
DZES20000051.1.1.85,1,안,안
DZES20000051.1.1.85,1,되는구나,되는구나
DZES20000051.1.1.85,1,잘못했어요.,잘못했어요.
DZES20000051.1.1.86,1,그니까,그니까
DZES20000051.1.1.86,1,책임이,책임이
DZES20000051.1.1.86,1,따른다라는,따른다라는
DZES20000051.1.1.86,1,건,건
DZES20000051.1.1.86,1,이제,이제
DZES20000051.1.1.86,1,좀,좀
DZES20000051.1.1.86,1,인정하게,인정하게
DZES20000051.1.1.86,1,된,된
DZES20000051.1.1.86,1,거,거
DZES20000051.1.1.87,1,근까,근까
DZES20000051.1.1.87,1,그래서,그래서
DZES20000051.1.1.87,1,이제는,이제는
DZES20000051.1.1.87,1,하나님,하나님
DZES20000051.1.1.87,1,탓을,탓을
DZES20000051.1.1.87,1,안,안
DZES20000051.1.1.87,1,하는,하는
DZES20000051.1.1.87,1,부분,부분
DZES20000051.1.1.87,1,좀,좀
DZES20000051.1.1.87,1,생긴,생긴
DZES20000051.1.1.87,1,거죠.,거죠.
DZES20000051.1.1.88,1,내가,내가
DZES20000051.1.1.88,1,범했고,범했고
DZES20000051.1.1.88,1,내가,내가
DZES20000051.1.1.88,1,먹은,먹은
DZES20000051.1.1.88,1,거에,거에
DZES20000051.1.1.88,1,책임을,책임을
DZES20000051.1.1.88,1,딱,딱
DZES20000051.1.1.88,1,받으면,받으면
DZES20000051.1.1.89,1,힘든,힘든
DZES20000051.1.1.89,1,일이,일이
DZES20000051.1.1.89,1,생기면,생기면
DZES20000051.1.1.89,1,하나님,하나님
DZES20000051.1.1.89,1,뭐해요,뭐해요
DZES20000051.1.1.89,1,이런식으로,이런식으로
DZES20000051.1.1.89,1,방식이었는데,방식이었는데
DZES20000051.1.1.90,1,조금,조금
DZES20000051.1.1.90,1,알게,알게
DZES20000051.1.1.90,1,된,된
DZES20000051.1.1.90,1,건,건
DZES20000051.1.1.90,1,그거였죠,그거였죠
DZES20000051.1.1.90,1,내가,내가
DZES20000051.1.1.90,1,죄를,죄를
DZES20000051.1.1.90,1,선택하면,선택하면
DZES20000051.1.1.90,1,그,그
DZES20000051.1.1.90,1,죄는,죄는
DZES20000051.1.1.90,1,지금,지금
DZES20000051.1.1.90,1,내가,내가
DZES20000051.1.1.90,1,지은거고,지은거고
DZES20000051.1.1.91,1,하나님은,하나님은
DZES20000051.1.1.91,1,걸,걸
DZES20000051.1.1.91,1,내,내
DZES20000051.1.1.91,1,내한테,내한테
DZES20000051.1.1.91,1,선택하라고,선택하라고
DZES20000051.1.1.91,1,한,한
DZES20000051.1.1.91,1,적이,적이
DZES20000051.1.1.91,1,없다.,없다.
DZES20000051.1.1.92,1,기도를,기도를
DZES20000051.1.1.92,1,하면서,하면서
DZES20000051.1.1.92,1,알게,알게
DZES20000051.1.1.92,1,된,된
DZES20000051.1.1.92,1,거죠,거죠
DZES20000051.1.1.92,1,막,막
DZES20000051.1.1.92,1,사회,사회
DZES20000051.1.1.92,1,경험하고,경험하고
DZES20000051.1.1.92,1,부딪치고,부딪치고
DZES20000051.1.1.93,1,선택하는,선택하는
DZES20000051.1.1.93,1,하나부터,하나부터
DZES20000051.1.1.93,1,근데,근데
DZES20000051.1.1.93,1,내가,내가
DZES20000051.1.1.93,1,선택했고,선택했고
DZES20000051.1.1.94,1,그런데,그런데
DZES20000051.1.1.94,1,굴로는,굴로는
DZES20000051.1.1.94,1,내한,내한
DZES20000051.1.1.94,1,내가,내가
DZES20000051.1.1.94,1,아니라,아니라
DZES20000051.1.1.94,1,내,내
DZES20000051.1.1.94,1,안에,안에
DZES20000051.1.1.94,1,있는,있는
DZES20000051.1.1.94,1,죄가,죄가
DZES20000051.1.1.94,1,그,그
DZES20000051.1.1.94,1,죄를,죄를
DZES20000051.1.1.94,1,선택한,선택한
DZES20000051.1.1.94,1,거지만,거지만
DZES20000051.1.1.95,1,결론적으로,결론적으로
DZES20000051.1.1.95,1,내가,내가
DZES20000051.1.1.95,1,한,한
DZES20000051.1.1.95,1,거니까,거니까
DZES20000051.1.1.95,1,책임있다,책임있다
DZES20000051.1.1.95,1,그럼,그럼
DZES20000051.1.1.95,1,어떻게,어떻게
DZES20000051.1.1.95,1,해야,해야
DZES20000051.1.1.95,1,돼냐,돼냐
DZES20000051.1.1.95,1,아씨,아씨
DZES20000051.1.1.96,1,우호,우호
DZES20000051.1.1.96,1,통제가,통제가
DZES20000051.1.1.96,1,공고한,공고한
DZES20000051.1.1.96,1,사람이로구나,사람이로구나
DZES20000051.1.1.97,1,이,이
DZES20000051.1.1.97,1,사막의,사막의
DZES20000051.1.1.97,1,강에서,강에서
DZES20000051.1.1.97,1,누가,누가
DZES20000051.1.1.97,1,건져냈고,건져냈고
DZES20000051.1.1.97,1,이,이
DZES20000051.1.1.97,1,고백을,고백을
DZES20000051.1.1.97,1,하면서,하면서
DZES20000051.1.1.97,1,회개하고,회개하고
DZES20000051.1.1.98,1,결단하고,결단하고
DZES20000051.1.1.99,1,으아,으아
DZES20000051.1.1.99,1,하느님은,하느님은
DZES20000051.1.1.99,1,또,또
DZES20000051.1.1.99,1,생각하고,생각하고
DZES20000051.1.1.100,1,그러면서,그러면서
DZES20000051.1.1.100,1,진,진
DZES20000051.1.1.100,1,기진맥진한,기진맥진한
DZES20000051.1.1.100,1,경우도,경우도
DZES20000051.1.1.100,1,가게,가게
DZES20000051.1.1.100,1,되고,되고
DZES20000051.1.1.100,1,막,막
DZES20000051.1.1.101,1,그러면서,그러면서
DZES20000051.1.1.101,1,내,내
DZES20000051.1.1.101,1,육체가,육체가
DZES20000051.1.1.101,1,죽게,죽게
DZES20000051.1.1.101,1,되면서,되면서
DZES20000051.1.1.102,1,점점,점점
DZES20000051.1.1.102,1,내,내
DZES20000051.1.1.102,1,영혼과,영혼과
DZES20000051.1.1.102,1,육체가,육체가
DZES20000051.1.1.102,1,같이,같이
DZES20000051.1.1.102,1,성화되고,성화되고
DZES20000051.1.1.102,1,하나,하나
DZES20000051.1.1.102,1,되어가는,되어가는
DZES20000051.1.1.102,1,과정이,과정이
DZES20000051.1.1.102,1,되겠는거구나,되겠는거구나
